"sp_1";"site_1";"sp_2";"site_2";"interaction_type";"apparent_interaction_value"
"Acacia acinacea";"Royal Park";"Cynodon dactylon10";"Fitzroy-Treasury Gardens";"Herbivory";592,810712122911
"Acacia acinacea";"Royal Park";"Cynodon dactylon11";"Fitzroy-Treasury Gardens";"Herbivory";744,774879443759
"Acacia acinacea";"Royal Park";"Cynodon dactylon12";"Gardiner Reserve";"Herbivory";99,3053831258645
"Acacia acinacea";"Royal Park";"Cynodon dactylon13";"Garrard Street Reserve";"Herbivory";150,067649059848
"Acacia acinacea";"Royal Park";"Cynodon dactylon14";"Lincoln Square";"Herbivory";148,918987701394
"Acacia acinacea";"Royal Park";"Cynodon dactylon15";"Lincoln Square";"Herbivory";235,788397193874
"Acacia acinacea";"Royal Park";"Cynodon dactylon16";"Murchinson Square";"Herbivory";71,5841707267433
"Acacia acinacea";"Royal Park";"Cynodon dactylon17";"Pleasance Gardens";"Herbivory";161,960100183171
"Acacia acinacea";"Royal Park";"Cynodon dactylon18";"Princes Park";"Herbivory";624,8
"Acacia acinacea";"Royal Park";"Cynodon dactylon20";"Princes Park";"Herbivory";624,8
"Acacia acinacea";"Royal Park";"Cynodon dactylon21";"Princes Park";"Herbivory";786,133333333333
"Acacia acinacea";"Royal Park";"Cynodon dactylon22";"Princes Park";"Herbivory";492,8
"Acacia acinacea";"Royal Park";"Cynodon dactylon23";"Princes Park";"Herbivory";733,333333333333
"Acacia acinacea";"Royal Park";"Cynodon dactylon24";"Royal Park";"Herbivory";1437,33333333333
"Acacia acinacea";"Royal Park";"Cynodon dactylon25";"Royal Park";"Herbivory";1817,2
"Acacia acinacea";"Royal Park";"Cynodon dactylon26";"Royal Park";"Herbivory";836
"Acacia acinacea";"Royal Park";"Cynodon dactylon28";"Royal Park";"Herbivory";453,2
"Acacia acinacea";"Royal Park";"Cynodon dactylon29";"Royal Park";"Herbivory";453,2
"Acacia acinacea";"Royal Park";"Cynodon dactylon30";"Royal Park";"Herbivory";1628
"Acacia acinacea";"Royal Park";"Cynodon dactylon31";"Royal Park";"Herbivory";2609,2
"Acacia acinacea";"Royal Park";"Cynodon dactylon32";"Royal Park";"Herbivory";205,333333333333
"Acacia acinacea";"Royal Park";"Cynodon dactylon33";"State Library of Victoria";"Herbivory";144,625636424807
"Acacia acinacea";"Royal Park";"Cynodon dactylon34";"University Square";"Herbivory";246,422106089492
"Acacia acinacea";"Royal Park";"Cynodon dactylon35";"University Square";"Herbivory";140,160721717568
"Acacia acinacea";"Royal Park";"Cynodon dactylon36";"Westgate Park";"Herbivory";84,6935408769766
"Acacia acinacea";"Royal Park";"Cynodon dactylon37";"Westgate Park";"Herbivory";10,9991611528541
"Acacia acinacea";"Royal Park";"Cynodon dactylon38";"Westgate Park";"Herbivory";59,3954702254122
"Acacia acinacea";"Royal Park";"Cynodon dactylon40";"Women's Peace Gardens";"Herbivory";246,711573050229
"Acacia acinacea";"Royal Park";"Cynodon dactylon41";"Women's Peace Gardens";"Herbivory";191,570968013657
"Acacia acinacea";"Royal Park";"Dianella sp.";"Princes Park";"Herbivory";352
"Acacia acinacea";"Royal Park";"Dianella sp.";"Westgate Park";"Herbivory";59,3954702254122
"Acacia acinacea";"Royal Park";"Dichanthium sericeum";"Royal Park";"Herbivory";453,2
"Acacia acinacea";"Royal Park";"Dietes sp.";"State Library of Victoria";"Herbivory";181,049870783647
"Acacia acinacea";"Royal Park";"Dietes sp.";"Women's Peace Gardens";"Herbivory";450,788657670118
"Acacia acinacea";"Royal Park";"Dillwynia sp.";"Royal Park";"Herbivory";1850,2
"Acacia acinacea";"Royal Park";"Duma florulenta";"Westgate Park";"Herbivory";97,8925342604015
"Acacia acinacea";"Royal Park";"Echium candicans";"Carlton Gardens South";"Herbivory";594,301300736421
"Acacia acinacea";"Royal Park";"Echium candicans";"State Library of Victoria";"Herbivory";61,064157601585
"Acacia acinacea";"Royal Park";"Enchylaena tomentosa";"Princes Park";"Herbivory";618,933333333333
"Acacia acinacea";"Royal Park";"Enchylaena tomentosa";"Westgate Park";"Herbivory";10,9991611528541
"Acacia acinacea";"Royal Park";"Erythrina herbacea";"Fitzroy-Treasury Gardens";"Herbivory";108,330891555456
"Acacia acinacea";"Royal Park";"Eucalyptus camaldulensis";"Royal Park";"Herbivory";1119,06666666667
"Acacia acinacea";"Royal Park";"Eucalyptus sideroxylon";"Princes Park";"Herbivory";356,4
"Acacia acinacea";"Royal Park";"Eucalyptus tricarpa";"Westgate Park";"Herbivory";183,685991252664
"Acacia acinacea";"Royal Park";"Euphorbia characias";"State Library of Victoria";"Herbivory";94,8101394340399
"Acacia acinacea";"Royal Park";"Ficus macrophylla";"Carlton Gardens South";"Herbivory";453,135122574857
"Acacia acinacea";"Royal Park";"Ficus macrophylla";"Fitzroy-Treasury Gardens";"Herbivory";713,178369406751
"Acacia acinacea";"Royal Park";"Ficus macrophylla";"Lincoln Square";"Herbivory";130,30411423872
"Acacia acinacea";"Royal Park";"Ficus macrophylla";"Princes Park";"Herbivory";413,6
"Acacia acinacea";"Royal Park";"Ficus macrophylla";"Royal Park";"Herbivory";226,6
"Acacia acinacea";"Royal Park";"Fraxinus angustifolia";"Princes Park";"Herbivory";184,8
"Acacia acinacea";"Royal Park";"Goodenia ovata";"Royal Park";"Herbivory";618,933333333333
"Acacia acinacea";"Royal Park";"Goodenia ovata";"Westgate Park";"Herbivory";211,697188321932
"Acacia acinacea";"Royal Park";"Hakea sp.";"Royal Park";"Herbivory";453,2
"Acacia acinacea";"Royal Park";"Hakea sp.";"Westgate Park";"Herbivory";232,448939030317
"Acacia acinacea";"Royal Park";"Hedychium sp";"Fitzroy-Treasury Gardens";"Herbivory";430,314374789728
"Acacia acinacea";"Royal Park";"Helleborus sp.";"Fitzroy-Treasury Gardens";"Herbivory";291,891568913312
"Acacia acinacea";"Royal Park";"Hydrangea sp.";"Fitzroy-Treasury Gardens";"Herbivory";625,610898732758
"Acacia acinacea";"Royal Park";"Iris albicans";"Carlton Gardens South";"Herbivory";226,567561287428
"Acacia acinacea";"Royal Park";"Kniphofia sp.";"Carlton Gardens South";"Herbivory";398,293585735113
"Acacia acinacea";"Royal Park";"Kunzea leptospermoides";"Royal Park";"Herbivory";226,6
"Acacia acinacea";"Royal Park";"Kunzea leptospermoides";"Westgate Park";"Herbivory";161,687668946955
"Acacia acinacea";"Royal Park";"Lavandula sp.";"Argyle Square";"Herbivory";205,613365730876
"Acacia acinacea";"Royal Park";"Lavandula sp.";"Carlton Gardens South";"Herbivory";213,826598183245
"Acacia acinacea";"Royal Park";"Lavandula sp.";"Women's Peace Gardens";"Herbivory";303,557557624014
"Acacia acinacea";"Royal Park";"Lomandra longifolia";"Princes Park";"Herbivory";736,266666666667
"Acacia acinacea";"Royal Park";"Lomandra longifolia";"Royal Park";"Herbivory";1370,6
"Acacia acinacea";"Royal Park";"Lomandra longifolia";"Westgate Park";"Herbivory";29,6977351127061
"Acacia acinacea";"Royal Park";"Lophostemon confertus";"Fitzroy-Treasury Gardens";"Herbivory";320,478887518224
"Acacia acinacea";"Royal Park";"Lophostemon confertus";"Princes Park";"Herbivory";61,6
"Acacia acinacea";"Royal Park";"Melaleuca armillaris";"Royal Park";"Herbivory";1421,56666666667
"Acacia acinacea";"Royal Park";"Melaleuca lanceolata";"Westgate Park";"Herbivory";84,6935408769766
"Acacia acinacea";"Royal Park";"Melaleuca nesophila";"Westgate Park";"Herbivory";69,8446733206236
"Acacia acinacea";"Royal Park";"Melaleuca styphelioides";"Princes Park";"Herbivory";737,733333333333
"Acacia acinacea";"Royal Park";"Melaleuca viminalis";"Royal Park";"Herbivory";2719,64
"Acacia acinacea";"Royal Park";"Melaleuca viminalis";"Women's Peace Gardens";"Herbivory";387,689614793216
"Acacia acinacea";"Royal Park";"Mentha pulegium";"Argyle Square";"Herbivory";290,277692796531
"Acacia acinacea";"Royal Park";"Miscanthus sinensis";"Lincoln Square";"Herbivory";86,86940949248
"Acacia acinacea";"Royal Park";"Nandina domestica";"Fitzroy-Treasury Gardens";"Herbivory";221,777408545475
"Acacia acinacea";"Royal Park";"Nerium oleander";"Fitzroy-Treasury Gardens";"Herbivory";1011,08832118425
"Acacia acinacea";"Royal Park";"Nerium oleander";"Princes Park";"Herbivory";779,533333333333
"Acacia acinacea";"Royal Park";"Olea europaea";"Women's Peace Gardens";"Herbivory";64,8044224141154
"Acacia acinacea";"Royal Park";"Ozothamnus ferrugineus";"Royal Park";"Herbivory";1554,3
"Acacia acinacea";"Royal Park";"Pittosporum sp.";"Fitzroy-Treasury Gardens";"Herbivory";547,672840641471
"Acacia acinacea";"Royal Park";"Platanus acerifolia";"Carlton Gardens South";"Herbivory";88,0788318941348
"Acacia acinacea";"Royal Park";"Platanus acerifolia";"Fitzroy-Treasury Gardens";"Herbivory";108,330891555456
"Acacia acinacea";"Royal Park";"Platanus acerifolia";"Gardiner Reserve";"Herbivory";126,815658181003
"Acacia acinacea";"Royal Park";"Plectranthus argentatus";"Argyle Square";"Herbivory";314,467500529575
"Acacia acinacea";"Royal Park";"Plectranthus argentatus";"Carlton Gardens South";"Herbivory";674,717089604127
"Acacia acinacea";"Royal Park";"Plectranthus argentatus";"Fitzroy-Treasury Gardens";"Herbivory";708,664582258607
"Acacia acinacea";"Royal Park";"Poa labillardierei";"Princes Park";"Herbivory";746,533333333333
"Acacia acinacea";"Royal Park";"Poa labillardierei";"Royal Park";"Herbivory";2409,73333333333
"Acacia acinacea";"Royal Park";"Poa labillardierei";"Westgate Park";"Herbivory";44,2323409218347
"Acacia acinacea";"Royal Park";"Pyrus calleryana";"Argyle Square";"Herbivory";72,5694231991327
"Acacia acinacea";"Royal Park";"Quercus bicolor";"Fitzroy-Treasury Gardens";"Herbivory";1092,33648985085
"Acacia acinacea";"Royal Park";"Quercus robur";"Carlton Gardens South";"Herbivory";335,696680049344
"Acacia acinacea";"Royal Park";"Rhagodia parabolica";"Princes Park";"Herbivory";618,933333333333
"Acacia acinacea";"Royal Park";"Rhagodia parabolica";"Royal Park";"Herbivory";1020,61666666667
"Acacia acinacea";"Royal Park";"Rosmarinus officinalis";"Argyle Square";"Herbivory";260,040433130226
"Acacia acinacea";"Royal Park";"Rosmarinus officinalis";"Women's Peace Gardens";"Herbivory";626,897517879705
"Acacia acinacea";"Royal Park";"Rytidosperma sp.";"Royal Park";"Herbivory";2202,64
"Acacia acinacea";"Royal Park";"Rytidosperma sp.";"Westgate Park";"Herbivory";51,5127380658667
"Acacia acinacea";"Royal Park";"Salvia leucantha";"Argyle Square";"Herbivory";419,2900007061
"Acacia acinacea";"Royal Park";"Salvia leucantha";"Carlton Gardens South";"Herbivory";686,350142873164
"Acacia acinacea";"Royal Park";"Santolina chamaecyparissus";"Women's Peace Gardens";"Herbivory";171,959103335701
"Acacia acinacea";"Royal Park";"Schinus molle";"Canning/Neil Street Reserve";"Herbivory";50,8594910595243
"Acacia acinacea";"Royal Park";"Schinus molle";"Pleasance Gardens";"Herbivory";187,545101516454
"Acacia acinacea";"Royal Park";"Schinus molle";"Women's Peace Gardens";"Herbivory";205,782464157103
"Acacia acinacea";"Royal Park";"Stachys byzantina";"Carlton Gardens South";"Herbivory";580,544753616687
"Acacia acinacea";"Royal Park";"Strelitzia reginae";"Carlton Gardens South";"Herbivory";58,7192212627565
"Acacia acinacea";"Royal Park";"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Herbivory";428,80977907368
"Acacia acinacea";"Royal Park";"Tanacetum vulgare";"Carlton Gardens South";"Herbivory";525,703216776943
"Acacia acinacea";"Royal Park";"Themeda triandra";"Royal Park";"Herbivory";2077,97333333333
"Acacia acinacea";"Royal Park";"Themeda triandra";"Westgate Park";"Herbivory";96,7926181451161
"Acacia acinacea";"Royal Park";"Tilia cordata";"Lincoln Square";"Herbivory";204,763608089417
"Acacia acinacea";"Royal Park";"Trachelospermum jasminoides";"Lincoln Square";"Herbivory";197,317658704348
"Acacia acinacea";"Royal Park";"Trachelospermum jasminoides";"State Library of Victoria";"Herbivory";221,759309184703
"Acacia acinacea";"Royal Park";"Ulmus procera";"Argyle Square";"Herbivory";374,942019862186
"Acacia acinacea";"Royal Park";"Ulmus procera";"Fitzroy-Treasury Gardens";"Herbivory";498,021182011888
"Acacia acinacea";"Royal Park";"Ulmus procera";"Murchinson Square";"Herbivory";51,1042074439585
"Acacia acinacea";"Royal Park";"Ulmus procera";"Princes Park";"Herbivory";525,066666666667
"Acacia acinacea";"Royal Park";"Ulmus procera";"University Square";"Herbivory";58,0200196877375
"Acacia acinacea";"Royal Park";"Viburnum sp.";"Fitzroy-Treasury Gardens";"Herbivory";1137,47436133229
"Acacia acinacea";"Royal Park";"Viburnum sp.";"State Library of Victoria";"Herbivory";181,049870783647
"Acacia acinacea";"Royal Park";"Westringia fruticosa";"State Library of Victoria";"Herbivory";68,5632646754639
"Acacia acinacea";"Royal Park";"Westringia fruticosa";"Westgate Park";"Herbivory";59,3954702254122
"Acacia acinacea";"Westgate Park";"Abelia grandiflora";"Fitzroy-Treasury Gardens";"Herbivory";14,7252812978954
"Acacia acinacea";"Westgate Park";"Acacia acinacea";"Royal Park";"Herbivory";8,93681843669396
"Acacia acinacea";"Westgate Park";"Acacia acinacea";"Westgate Park";"Herbivory";82,5
"Acacia acinacea";"Westgate Park";"Acacia cognata";"Fitzroy-Treasury Gardens";"Herbivory";9,81685419859694
"Acacia acinacea";"Westgate Park";"Acacia implexa";"Royal Park";"Herbivory";16,0925227094314
"Acacia acinacea";"Westgate Park";"Acacia mearnsii";"Royal Park";"Herbivory";21,4566969459086
"Acacia acinacea";"Westgate Park";"Acacia mearnsii";"Westgate Park";"Herbivory";67,5
"Acacia acinacea";"Westgate Park";"Acacia melanoxylon";"Westgate Park";"Herbivory";67,5
"Acacia acinacea";"Westgate Park";"Acacia verniciflua";"Royal Park";"Herbivory";32,1850454188629
"Acacia acinacea";"Westgate Park";"Acanthus mollis";"Carlton Gardens South";"Herbivory";7,59169376845726
"Acacia acinacea";"Westgate Park";"Acanthus mollis";"Fitzroy-Treasury Gardens";"Herbivory";4,20722322797012
"Acacia acinacea";"Westgate Park";"Agapanthus praecox";"Carlton Gardens South";"Herbivory";5,69377032634294
"Acacia acinacea";"Westgate Park";"Agapanthus praecox";"Fitzroy-Treasury Gardens";"Herbivory";14,7252812978954
"Acacia acinacea";"Westgate Park";"Allocasuarina verticillata";"Royal Park";"Herbivory";16,0925227094314
"Acacia acinacea";"Westgate Park";"Aloysia citrodora";"Carlton Gardens South";"Herbivory";7,59169376845726
"Acacia acinacea";"Westgate Park";"Angophora costata";"Garrard Street Reserve";"Herbivory";0,231557698777616
"Acacia acinacea";"Westgate Park";"Argyranthemum sp.";"Carlton Gardens South";"Herbivory";11,3875406526859
"Acacia acinacea";"Westgate Park";"Argyranthemum sp.";"Fitzroy-Treasury Gardens";"Herbivory";9,81685419859694
"Acacia acinacea";"Westgate Park";"Artemisia arborescens";"Fitzroy-Treasury Gardens";"Herbivory";29,4505625957908
"Acacia acinacea";"Westgate Park";"Artemisia arborescens";"State Library of Victoria";"Herbivory";5,95647265522784
"Acacia acinacea";"Westgate Park";"Asparagus aethiopicus";"Fitzroy-Treasury Gardens";"Herbivory";9,81685419859694
"Acacia acinacea";"Westgate Park";"Aucuba japonica";"Carlton Gardens South";"Herbivory";7,59169376845726
"Acacia acinacea";"Westgate Park";"Aucuba japonica";"Fitzroy-Treasury Gardens";"Herbivory";9,81685419859694
"Acacia acinacea";"Westgate Park";"Avena barbata";"Royal Park";"Herbivory";32,1850454188629
"Acacia acinacea";"Westgate Park";"Bursaria spinosa";"Royal Park";"Herbivory";7,15223231530286
"Acacia acinacea";"Westgate Park";"Bursaria spinosa";"Westgate Park";"Herbivory";27
"Acacia acinacea";"Westgate Park";"Buxus sp.";"Argyle Square";"Herbivory";4,63044372173003
"Acacia acinacea";"Westgate Park";"Buxus sp.";"Princes Park";"Herbivory";3,85396433778176
"Acacia acinacea";"Westgate Park";"Calodendrum capense ";"Royal Park";"Herbivory";64,3700908377257
"Acacia acinacea";"Westgate Park";"Camellia sp.";"Fitzroy-Treasury Gardens";"Herbivory";14,7252812978954
"Acacia acinacea";"Westgate Park";"Canna generalis";"Carlton Gardens South";"Herbivory";11,3875406526859
"Acacia acinacea";"Westgate Park";"Canna generalis";"Fitzroy-Treasury Gardens";"Herbivory";29,4505625957908
"Acacia acinacea";"Westgate Park";"Canna indica";"Carlton Gardens South";"Herbivory";11,3875406526859
"Acacia acinacea";"Westgate Park";"Cassinia arcuata";"Royal Park";"Herbivory";12,8740181675451
"Acacia acinacea";"Westgate Park";"Celtis australis";"State Library of Victoria";"Herbivory";2,97823632761392
"Acacia acinacea";"Westgate Park";"Cercis canadensis";"Fitzroy-Treasury Gardens";"Herbivory";29,4505625957908
"Acacia acinacea";"Westgate Park";"Chlorophytum comosum";"Fitzroy-Treasury Gardens";"Herbivory";29,4505625957908
"Acacia acinacea";"Westgate Park";"Cistus sp.";"Women's Peace Gardens";"Herbivory";8,72933909012747
"Acacia acinacea";"Westgate Park";"Clivia miniata";"Fitzroy-Treasury Gardens";"Herbivory";9,81685419859694
"Acacia acinacea";"Westgate Park";"Correa glabra";"Royal Park";"Herbivory";32,1850454188629
"Acacia acinacea";"Westgate Park";"Correa glabra";"Westgate Park";"Herbivory";45
"Acacia acinacea";"Westgate Park";"Correa reflexa";"Royal Park";"Herbivory";32,1850454188629
"Acacia acinacea";"Westgate Park";"Corymbia maculata";"Royal Park";"Herbivory";16,0925227094314
"Acacia acinacea";"Westgate Park";"Cynodon dactylon01";"Argyle Square";"Herbivory";9,26088744346005
"Acacia acinacea";"Westgate Park";"Cynodon dactylon04";"Carlton Gardens South";"Herbivory";11,3875406526859
"Acacia acinacea";"Westgate Park";"Cynodon dactylon05";"Carlton Gardens South";"Herbivory";22,7750813053718
"Acacia acinacea";"Westgate Park";"Cynodon dactylon07";"Fitzroy-Treasury Gardens";"Herbivory";29,4505625957908
"Acacia acinacea";"Westgate Park";"Cynodon dactylon10";"Fitzroy-Treasury Gardens";"Herbivory";29,4505625957908
"Acacia acinacea";"Westgate Park";"Cynodon dactylon11";"Fitzroy-Treasury Gardens";"Herbivory";14,7252812978954
"Acacia acinacea";"Westgate Park";"Cynodon dactylon12";"Gardiner Reserve";"Herbivory";2,72558035213637
"Acacia acinacea";"Westgate Park";"Cynodon dactylon15";"Lincoln Square";"Herbivory";5,37983626780307
"Acacia acinacea";"Westgate Park";"Cynodon dactylon16";"Murchinson Square";"Herbivory";0,575182236178087
"Acacia acinacea";"Westgate Park";"Cynodon dactylon17";"Pleasance Gardens";"Herbivory";3,11663863033158
"Acacia acinacea";"Westgate Park";"Cynodon dactylon18";"Princes Park";"Herbivory";11,5618930133453
"Acacia acinacea";"Westgate Park";"Cynodon dactylon20";"Princes Park";"Herbivory";11,5618930133453
"Acacia acinacea";"Westgate Park";"Cynodon dactylon21";"Princes Park";"Herbivory";11,5618930133453
"Acacia acinacea";"Westgate Park";"Cynodon dactylon22";"Princes Park";"Herbivory";11,5618930133453
"Acacia acinacea";"Westgate Park";"Cynodon dactylon25";"Royal Park";"Herbivory";64,3700908377257
"Acacia acinacea";"Westgate Park";"Cynodon dactylon28";"Royal Park";"Herbivory";64,3700908377257
"Acacia acinacea";"Westgate Park";"Cynodon dactylon29";"Royal Park";"Herbivory";64,3700908377257
"Acacia acinacea";"Westgate Park";"Cynodon dactylon31";"Royal Park";"Herbivory";64,3700908377257
"Acacia acinacea";"Westgate Park";"Cynodon dactylon34";"University Square";"Herbivory";1,74482449254233
"Acacia acinacea";"Westgate Park";"Cynodon dactylon36";"Westgate Park";"Herbivory";67,5
"Acacia acinacea";"Westgate Park";"Cynodon dactylon38";"Westgate Park";"Herbivory";135
"Acacia acinacea";"Westgate Park";"Cynodon dactylon40";"Women's Peace Gardens";"Herbivory";17,4586781802549
"Acacia acinacea";"Westgate Park";"Cynodon dactylon41";"Women's Peace Gardens";"Herbivory";8,72933909012747
"Acacia acinacea";"Westgate Park";"Dianella sp.";"Westgate Park";"Herbivory";135
"Acacia acinacea";"Westgate Park";"Dichanthium sericeum";"Royal Park";"Herbivory";64,3700908377257
"Acacia acinacea";"Westgate Park";"Dietes sp.";"State Library of Victoria";"Herbivory";3,97098177015189
"Acacia acinacea";"Westgate Park";"Dietes sp.";"Women's Peace Gardens";"Herbivory";5,81955939341831
"Acacia acinacea";"Westgate Park";"Dillwynia sp.";"Royal Park";"Herbivory";64,3700908377257
